location,source,target,id,fuzzy,context,translator_comments,developer_comments
FLEET_TRADING_T4_7,{Hailed trade freighter in %SYSTEM% Sector. Exchanged pleasantries with captain. Learned of advantageous sodium market on planet %PLANET%. Deal secured.},,,,,,
FLEET_TRADING_T4_8,{Visited market in %SYSTEM% System. Local economy crashed after speculators manipulated the price of hyperdrive components. Took advantage. Anticipated markup: 2%NUM%%.},,,,,,
FLEET_TRADING_T4_9,{Docked at space station in %SYSTEM% System. High conflict levels resulted in system-wide surplus of recycled organic matter. Purchased for sale to nutrient pellet factories in neighbouring systems. Anticipated profit: %NUM%%.},,,,,,
FLEET_TRADING_T4_10,{Visited trade terminal in %SYSTEM% Sector. System had high number of frozen worlds. Ice prices extremely low. Purchased in bulk for transportation to outposts on desert planets. Anticipated markup 1%NUM%0%.},,,,,,
FLEET_TRADING_T4_11,"{Visited trade outpost on planet %PLANET%. Low atmosphere environment created high demand for oxygen. Bled fleet life support systems, sold in bulk. Crew atmosphere ration temporarily reduced.}",,,,,,
FLEET_TRADING_T4_12,"{Hailed trade freighter in %SYSTEM% Sector. Freighter was shipping large quantity of perishable fruit but had lost warp power. Purchased fruit, agreed to complete delivery.}",,,,,,
FLEET_TRADING_T4_13,{Visited market in %SYSTEM% System. Local manufacturing output low due to nanite foam infestation. Commodity prices high. Sold contents of cargo hold at high markup.},,,,,,
FLEET_TRADING_T4_14,"{Visited trade terminal in %SYSTEM% Sector. Manipulated rare metal trades to spike the market, then offloaded entire contents of cargo hold to bandwagon investors.}",,,,,,
FLEET_TRADING_T4_15,"{Docked at space station in %SYSTEM% System. Configured ship AI for diplomacy, interfaced with local trading AI. Gained access to insider data. Invested successfully.}",,,,,,
FLEET_TRADING_T4_16,"{Visited trade outpost on planet %PLANET%. Local superabundance of toxic gas. Unclear commercial use. Purchased anyway, convinced other investors of value.}",,,,,,
FLEET_TRADING_T4_17,{Hailed trade freighter in %SYSTEM% Sector. Freighter seemed desperate to offload cargo. Purchased bulk tonnage of mineral salt at extremely low price. Did not ask further questions. Anticipated profit: 2%NUM%%.},,,,,,
FLEET_TRADING_T4_18,{Visited market in %SYSTEM% System. Overproduction of technology components pushed prices artificially low. Purchased in bulk for sale elsewhere. Anticipated profit: 1%NUM%%.},,,,,,
FLEET_TRADING_T4_19,"{Docked at space station in %SYSTEM% System. Station had over-ordered starship repair equipment, anticipating a conflict that never happened. Purchased in bulk. Anticipated profit: 2%NUM%%.}",,,,,,
FLEET_TRADING_T4_20,{Visited trade terminal in %SYSTEM% Sector. Several novel alloy formulations available. Purchased samples for reverse-engineering analysis. Sold recipes.},,,,,,
FLEET_TRADING_T4_21,{Visited trade outpost on planet %PLANET%. Local chromatic metal variety had unusual properties. Analysis showed remarkable conductivity. Purchase for sale to technology industries in other systems. Anticipated profit: 1%NUM%%.},,,,,,
FLEET_TRADING_T4_22,{Hailed trade freighter in %SYSTEM% Sector. AI upgrade allowed most of their crew to be dismissed. Freighter now selling surplus food supplies. Purchased at very low price. Anticipated markup: %NUM%%.},,,,,,
FLEET_TRADING_T4_23,"{Visited market in %SYSTEM% System. High conflict levels resulted in oversupply of recycled starship components. Purchased at low price, recycled into valuable industrial materials.}",,,,,,
FLEET_TRADING_T4_24,"{Docked at space station in %SYSTEM% System. Station had large plant nursery. Visited, scanned all available plants. Made no purchases but sold scan data to Explorers Guild.}",,,,,,
FLEET_TRADING_T4_25,"{Visited trade terminal in %SYSTEM% Sector. Opened backdoor interface, duplicated contents of trading wallet. Sold large volume of expensive commodities without the inconvenience of purchasing them first.}",,,,,,
FLEET_TRADING_SEC_1,{Purchased supplies in the %SYSTEM% System. Merchant revealed cut-price carbon source on planet %PLANET%. Purchased heavily.},,,,,,
FLEET_TRADING_SEC_2,{Learned of investment opportunity while refuelling in the %SYSTEM% System. Local plant propagation service had mastered exotic hybridisation techniques. Purchased large share of the business.},,,,,,
FLEET_TRADING_SEC_3,{Arrived in %SYSTEM% System. Scouts learned of investment opportunity on planet %PLANET%. Purchased large share of weapons recycling business.},,,,,,
FLEET_TRADING_SEC_4,{Arrived in %SYSTEM% System. Offered chance to invest in orbital crab-dredging business. Sales booming. Investment successful.},,,,,,
FLEET_TRADING_SEC_5,{Arrived in %SYSTEM% System. Local %RACE% trader offered shares in their deep water mining business. New drilling site proved highly successful.},,,,,,
FLEET_TRADING_SEC_6,"{Merchant in %SYSTEM% System offered share of their diplo-farming business. Bought out entire enterprise, sold off all assets for immediate profit.}",,,,,,
FLEET_TRADING_SEC_7,{Arrived in %SYSTEM% System. Encountered %RACE% trader starting up a research lab to create new starship AIs. Invested. Business highly successful.},,,,,,
FLEET_TRADING_SEC_8,{Purchased supplies in the %SYSTEM% System. Supply merchant mentioned low-price chromatic metal supplies on planet %PLANET%. Purchased heavily.},,,,,,
FLEET_TRADING_SEC_9,{Learned of investment opportunity while refuelling in the %SYSTEM% System. Local weapons factory had developed advanced plasma manipulation techniques. Purchased large share of the business.},,,,,,
FLEET_TRADING_SEC_10,{Arrived in %SYSTEM% System. Scouts learned of prime investment opportunity on planet %PLANET%. Purchased large share of an interstellar shipping company.},,,,,,
FLEET_TRADING_SEC_11,{Arrived in %SYSTEM% System. Offered chance to invest in synthetic organ factory. Sales booming. Investment successful.},,,,,,
FLEET_TRADING_SEC_12,{Arrived in %SYSTEM% System. Local %RACE% trader offered shares in their mordite farm. New coprite-based fertiliser proved highly successful.},,,,,,
FLEET_TRADING_SEC_13,"{Merchant in %SYSTEM% System offered share of their organic fertiliser business. Bought out entire enterprise, retooled factory to produce nutrient pellets for Vy'keen warriors.}",,,,,,
FLEET_TRADING_SEC_14,{Arrived in %SYSTEM% System. Encountered trader selling shares in a new deep-space telescope business. Invested. Telescope proved highly popular with visiting Korvax.},,,,,,
FLEET_TRADING_SEC_15,{Purchased supplies in the %SYSTEM% System. Merchant revealed spike in demand for cobalt on planet %PLANET%. Purchased significant amounts for immediate resale.},,,,,,
FLEET_TRADING_SEC_16,{Learned of investment opportunity while refuelling in the %SYSTEM% System. Local power plant had developed novel technique for creating and harnessing miniature black holes. Purchased large share of the business.},,,,,,
FLEET_TRADING_SEC_17,{Arrived in %SYSTEM% System. Scouts learned of investment opportunity on planet %PLANET%. Purchased large share of terraforming business.},,,,,,
FLEET_TRADING_SEC_18,{Arrived in %SYSTEM% System. Offered chance to invest in high-resolution orbital photography business. Demand: booming. Investment successful.},,,,,,
FLEET_TRADING_SEC_19,{Arrived in %SYSTEM% System. Local %RACE% trader offered shares in their soil decontamination business. Spate of nanite infestations lead to spike in demand. Investment successful.},,,,,,
FLEET_TRADING_SEC_20,"{Merchant in %SYSTEM% System offered share of their solar power generation business. Bought out entire enterprise, sold off assets for immediate profit.}",,,,,,
FLEET_TRADING_SEC_FAIL_1,{Arrived in %SYSTEM% System. Offered chance to invest in nanite recycling enterprise. Investment unsuccessful. Losses: substantial.},,,,,,
FLEET_TRADING_SEC_FAIL_2,{Arrived in %SYSTEM% System. Local %RACE% trader offered shares in their bounty hunting business. Investment unsuccessful. Losses: dramatic.},,,,,,
FLEET_TRADING_SEC_FAIL_3,"{Merchant in %SYSTEM% System offered share of their weapons dealing business. Invested, but business was just a shell. Substantial losses.}",,,,,,
FLEET_TRADING_SEC_FAIL_4,{Arrived in %SYSTEM% System. %RACE% merchant offered the chance to invest in nutrient delivery network. Investment unsuccessful. Losses: moderate.},,,,,,
FLEET_TRADING_SEC_FAIL_5,{Arrived in %SYSTEM% System. Offered chance to invest in innovative mineral detection scanners. Investment unsuccessful. Losses: significant.},,,,,,
FLEET_TRADING_SEC_FAIL_6,{Arrived in %SYSTEM% System. Learned of chance to invest in hologram petting zoo business. Investment unsuccessful. Losses: substantial.},,,,,,
FLEET_TRADING_SEC_FAIL_7,{Arrived in %SYSTEM% System. Encountered %RACE% trader starting up a starship factory. Invested. Investment unsuccessful. Losses: dramatic.},,,,,,
FLEET_TRADING_SEC_FAIL_8,{Arrived in %SYSTEM% System. Offered chance to invest in revolutionary mind-control device by %RACE% trader. Investment unsuccessful. Losses: high.},,,,,,
FLEET_TRADING_SEC_FAIL_9,{Offered chance to invest in first GekNip distribution hub in the %SYSTEM% System. Investment unsuccessful. Losses: moderate.},,,,,,
FLEET_TRADING_SEC_FAIL_10,{Arrived in %SYSTEM% System. Offered chance to invest in hazardous tourism business. Investment unsuccessful. Losses: catastrophic.},,,,,,
FLEET_TRADING_SEC_FAIL_11,{Arrived in %SYSTEM% System. Offered chance to invest in Omegon mining operation. Investment unsuccessful. Losses: substantial.},,,,,,
FLEET_TRADING_SEC_FAIL_12,{Arrived in %SYSTEM% System. Local %RACE% trader offered shares in their diplo taxidermy business. Investment unsuccessful. Losses: dramatic.},,,,,,
FLEET_TRADING_SEC_FAIL_13,{Merchant in %SYSTEM% System offered share of their Korvax shell recycling business.  Investment unsuccessful. Losses: significant.},,,,,,
FLEET_TRADING_SEC_FAIL_14,{Arrived in %SYSTEM% System. %RACE% merchant offered the chance to invest in a universal translation device. Investment unsuccessful. Losses: moderate.},,,,,,
FLEET_TRADING_SEC_FAIL_15,"{Arrived in %SYSTEM% System. Offered chance to invest in an innovative desalination plant. Invested, but business was a scam. Substantial losses.}",,,,,,
FLEET_TRADING_SEC_FAIL_16,{Arrived in %SYSTEM% System. Learned of chance to invest in crashed freighter salvaging company. Investment unsuccessful. Losses: substantial.},,,,,,
FLEET_TRADING_SEC_FAIL_17,{Arrived in %SYSTEM% System. Encountered %RACE% trader starting up a simulated reality project. Invested. Investment unsuccessful. Losses: dramatic.},,,,,,
FLEET_TRADING_SEC_FAIL_18,{Arrived in %SYSTEM% System. Offered chance to invest in dyson shell scheme by %RACE% trader. Investment unsuccessful. Losses: high.},,,,,,
FLEET_TRADING_SEC_FAIL_19,{Offered chance to invest in first fully-licensed terraforming business in the %SYSTEM% System. Investment unsuccessful. Losses: moderate.},,,,,,
FLEET_TRADING_SEC_FAIL_20,"{Arrived in %SYSTEM% System. Offered chance to invest in battery augmentation service, offering energy-enhancing surgery to local %RACE%. Investment unsuccessful. Losses: catastrophic.}",,,,,,
FLEET_TRADING_SEC_DAMAGE_1,"{Purchased supplies from merchant in the %SYSTEM%. Supplied components were faulty, caused catastrophic fire in the hold.}",,,,,,
FLEET_TRADING_SEC_DAMAGE_2,"{Hailed freighter in the %SYSTEM% System. Attempted to negotiate purchase of supplies. Translation error caused great offence to freighter captain, who opened fire. Hull damaged during retreat.}",,,,,,
FLEET_TRADING_SEC_DAMAGE_3,"{Landed at station in %SYSTEM% System. Offered minerals at bargain prices. Purchased. Minerals were a pirate booby trap, exploded in the hold. Severe internal damage.}",,,,,,
FLEET_TRADING_SEC_DAMAGE_4,"{Offered cut-price minerals in the %SYSTEM% System. Purchased. Merchant hid tracking device in mineral containers. Pirates ambushed fleet, severe damage taken.}",,,,,,
FLEET_TRADING_FAIL_1,"{Attempted trade with merchants in the %SYSTEM% System. While conducted the transaction, thieves teleported into cargo hold and beamed out large quantities of goods. Losses: substantial.}",,,,,,
FLEET_TRADING_FAIL_2,{Encountered Gek merchants in the %SYSTEM%. Offered the chance to purchase a contract for slaves. Declined.},,,,,,
FLEET_TRADING_FAIL_3,{Arrived in %SYSTEM% System. Trade activity low. Crew used downtime to fine-tune the automated trading algorithm.},,,,,,
FLEET_TRADING_FAIL_4,{Arrived in %SYSTEM% Sector. Economy poor. Crew analysed data in attempt to predict market trends.},,,,,,
FLEET_TRADING_FAIL_5,{Arrived in %SYSTEM% Sector. Trade activity low. Diplomatic crew polished buttons and ironed uniforms.},,,,,,
FLEET_TRADING_FAIL_6,{Arrived in %SYSTEM% System. Economy poor. Crew practised VIP reception protocol.},,,,,,
FLEET_TRADING_FAIL_7,{Arrived in %SYSTEM% System. Trade activity low. Crew attempted to teach trading AI about fashion.},,,,,,
FLEET_TRADING_FAIL_8,{Arrived in %SYSTEM% Sector. Economy poor. Crew practised haggling skills.},,,,,,
FLEET_TRADING_FAIL_9,{Arrived in %SYSTEM% Sector. Trade activity low. Crew began to learn new %RACE% dialect.},,,,,,
FLEET_TRADING_FAIL_10,{Arrived in %SYSTEM% System. Economy poor. Crew performed maintenance on trading database. %NUM%gb of irrelevant data moved to archives.},,,,,,
FLEET_TRADING_FAIL_11,"{Hailed by Gek trader in %SYSTEM% System. Prior to sharing trade manifest, trader insisted loudly that all their goods were genuine. Declined to purchase.}",,,,,,
FLEET_TRADING_FAIL_12,"{Hailed by trader in orbit around planet %PLANET%. Trader insisted they had high-value goods to sell, but would only conduct business at their home outpost. Scanners detected large pirate ambush. Declined offer.}",,,,,,
FLEET_TRADING_FAIL_13,"{Conducted trade in the %SYSTEM% System. Trades successful, but local import/export duties prohibitive. Failed to make profit.}",,,,,,
FLEET_TRADING_FAIL_14,{Sold goods in %SYSTEM% System. Unknowingly breached local sanctions regime. Paid large bribes to system authorities to avoid punishment. Profits erased.},,,,,,
FLEET_TRADING_FAIL_15,"{Attempted to conduct business in %SYSTEM% System. Trading activity moderate, but operation required substantial protection money to be paid to local pirates. Little to no profit.}",,,,,,
FLEET_TRADING_FAIL_16,{Sold expired reactor fuel in %SYSTEM% System in breach of local regulations. Paid substantial fine. No profit.},,,,,,
FLEET_TRADING_FAIL_17,{Purchased artwork from dealer in %SYSTEM% System. Later analysis revealed works as worthless forgeries.},,,,,,
FLEET_TRADING_FAIL_18,{Transported weapons from %SYSTEM% Sector. Submitted to customs inspection at trade outpost. Weapons modified to take illegal flammable ammunition. Substantial fine issued by system authorities.},,,,,,
FLEET_TRADING_FAIL_19,{Arrived in Gek-controlled space. Made contact with local space station director and began negotiations. Incorrect pheromone usage caused great offense. Made excuses and left system.},,,,,,
FLEET_TRADING_FAIL_20,{Arrived in Korvax system. Began trade negotiations. Translation error accidentally implied Korvax negotiating entity was related to a space heater. Talks cancelled.},,,,,,
FLEET_TRADING_FAIL_21,"{Docked at Vy'keen-controlled space station. Began trade negotiations. Local Vy'keen commander believed fleet to be habouring Nal cultists. Talks cancelled, retreated rapidly.}",,,,,,
FLEET_TRADING_FAIL_22,{Docked at station in %RACE%-controlled space. Discovered large bounty had been placed on fleet. Judged it a prudent use of investment funds to pay bounty off before it was claimed by a pirate.},,,,,,
FLEET_TRADING_FAIL_23,{Purchased large quantities of fresh-cut flowers from %SYSTEM% System. Refrigeration system failure lead to entire crop decomposing. Losses: substantial.},,,,,,
FLEET_TRADING_FAIL_24,"{Conducted negotiations with another trading fleet. During talks, agents boarded the ship and spread lies amongst the crew. Mutiny averted, but trade deal cancelled.}",,,,,,
FLEET_TRADING_FAIL_25,"{Made order for low-priced technology components at trade terminal in %SYSTEM% System. Dispatched shuttle to collect components from factory. On arrival, factory was abandoned. Seller listing no longer active on galactic exchange.}",,,,,,
FLEET_TRADING_FAIL_26,"{Entered trade negotiations with Gek merchant. Merchant deployed unusually delicious-smelling pheromone. After trade was completed, logs revealed fleet had purchased %NUM% million tonnes of dirt.}",,,,,,
FLEET_TRADING_FAIL_27,{Attempted to sell products in the %SYSTEM% System. Population claimed to be content and required no new consumable goods. Trade unsuccessful.},,,,,,
FLEET_TRADING_FAIL_28,{Attempted to sell goods on planet %PLANET%. Planet population largely autonomous. Drone workforce did not require our products. Trade unsuccessful.},,,,,,
FLEET_TRADING_FAIL_29,"{Deployed trading AI at trade terminal in %SYSTEM% System. AI malfunctioned, purchased %NUM%00 tonnes worthless trinkets.}",,,,,,
FLEET_TRADING_FAIL_30,"{Deployed trading drones to planet %PLANET%. Drone AI malfunctioned, sold products at 10% of worth. Substantial losses incurred.}",,,,,,
FLEET_TRADING_DAMAGE_1,"{Attempted to conduct negotiations between rival %RACE% trade factions. During talks, spies boarded the ship and planted bombs. Severe internal damage.}",,,,,,
FLEET_TRADING_DAMAGE_2,"{Hosted delegation from important trade family. During the visit, rival faction agents boarded the ship and assassinated several guests. Severe damage caused to ship internals.}",,,,,,
FLEET_TRADING_DAMAGE_3,"{Purchased significant quantities of compressed atmospheric gas from planet %PLANET%. Cargo hold compressor failure, system ruptured. Gas lost. Minor crew poisoning.}",,,,,,
FLEET_TRADING_DAMAGE_4,"{Crew mutinied in attempt to gain larger share of fleet profits. Internal Security incapacitated and arrested ringleaders, but not before fighting had damaged ship internals.}",,,,,,
FLEET_TRADING_DAMAGE_5,"{Trade AI deployed to terminal in %SYSTEM% System. AI malfunctioned, alerted station security. Automated weapons systems opened fire on fleet. Severe hull damage. Fled.}",,,,,,
FLEET_TRADING_DAMAGE_6,{Deployed trade drones in %SYSTEM% Sector. AI malfunctioned. Drones removed and sold several core ship components.},,,,,,
FLEET_TRADING_DAMAGE_7,{Hosted Vy'keen trade delegation aboard fleet. Feast lasted several days. Celebrations grew boisterous. Severe damage to ship internals. Hull breached in several places.},,,,,,
FLEET_TRADING_DAMAGE_8,"{Attempted to assist local Merchants Guild. Served as a neutral venue for talks between two warring trade factions. Talks broke down, fighting erupted onboard. Severe damage to ship internals.}",,,,,,
FLEET_TRADING_DAMAGE_9,{Attempted to sell weapons in the %SYSTEM% System. Customer's enemies discovered the deal and sent fighters to prevent the sale completing. Fleet took heavy fire during the retreat.},,,,,,
FLEET_TRADING_DAMAGE_10,{Hosted local dignitary while in orbit around planet %PLANET%. Kitchen malfunction lead to inadvertent poisoning. Mistaken for hostile actors. Fired upon while fleeing system.},,,,,,
FLEET_TRADING_DAMAGE_11,"{Purchased goods from planet %PLANET%. Technology components were faulty, caused fire in the hold. Severe damage to internal systems.}",,,,,,
FLEET_TRADING_DAMAGE_12,{Purchased goods from %SYSTEM% System. Goods were rigged with explosives. Detonation during warp caused extreme damage.},,,,,,
FLEET_TRADING_DAMAGE_13,"{Purchased goods in %SYSTEM% Sector. Containers held tracking device that lead pirates to our location. Heavy fire taken during ambush,}",,,,,,
FLEET_TRADING_DAMAGE_14,{Purchased advanced starship parts from planet %PLANET%. Accidentally triggered self-destruct mechanism while in storage. Cargo hold breached.},,,,,,
FLEET_TRADING_DAMAGE_15,{Purchased hazardous materials from %SYSTEM% System. Containment system faulty. Material leak dissolved several bulkheads. Core systems damaged.},,,,,,
FLEET_TRADING_DAMAGE_16,"{Purchased mineral ores on planet %PLANET%. Hostile agents boarded the ship during loading, set fire to purchased material. Reason unknown. Internal systems severely damaged.}",,,,,,
FLEET_TRADING_DAMAGE_17,{Purchased valuable technology components in the %SYSTEM% System. Rival technology company boarded the ship in attempt to steal information. Laser fire from internal conflict triggered larger explosion. Hull breached.},,,,,,
FLEET_TRADING_DAMAGE_18,"{Purchased large volume of unstable plasma. Instability escalated, plasma exploded in hold. Hull breached.}",,,,,,
FLEET_TRADING_DAMAGE_19,{Visited animal breeder on planet %PLANET%. Purchased several hundred giant four-legged lizards. Creatures got loose in the hold. Severe structural damage.},,,,,,
FLEET_TRADING_DAMAGE_20,"{Purchased new trading drones from supplier on planet %PLANET%. Drones became active while in the hold, attempted to escape. Hull breached in several places. Drones destroyed.}",,,,,,
FLEET_TRADING_DAMAGE_21,{Purchased weapons from arms dealer in %SYSTEM% Sector. Weapons were faulty. Accidental discharge in the hold caused cascading explosion. Severe internal damage.},,,,,,
FLEET_TRADING_DAMAGE_22,{Smuggled spy aboard Vy'keen trade freighter in attempt to secure negotiating advantage. Spy was caught. Vy'keen freighter opened fire. Hull damaged during retreat.},,,,,,
FLEET_TRADING_DAMAGE_23,"{Bulk purchased heavy mineral ore from mines on planet %PLANET%. Material was stored incorrectly in the hold. Cargo destabilised ship during thrust to orbit. Avoided catastrophic re-entry, but crashed ship into asteroid belt.}",,,,,,
FLEET_TRADING_DAMAGE_24,"{Docked at station in %SYSTEM% System. Conducted a series of 'highly advantageous' trades with local merchant. Trader became suspicious, pursued fleet and opened fire. Hull damaged during retreat.}",,,,,,
FLEET_TRADING_DAMAGE_25,"{Conducted several highly profitable trades in the %SYSTEM%. Attracted the attention of pirates. Repelled attempted boarding, but suffered significant hull damage during the retreat.}",,,,,,
FLEET_EXPLORE_T1_1,{Planetary survey team excavated Vy'keen burial chamber. Bodies scanned but otherwise left undisturbed. Valuable contents removed respectfully.},,,,,,
FLEET_EXPLORE_T1_2,{Planetary survey team uncovered a Gek loot cache. Multiple layers of booty traps disarmed. Substantial quantity of artifacts recovered with minimal finger damage.},,,,,,
FLEET_EXPLORE_T1_3,"{Planetary survey team excavated Korvax ruins. Chambers devoid of life, but engravings on the wall revealed several treasures.}",,,,,,
FLEET_EXPLORE_T1_4,"{Planetary survey team excavated remarkable cave system. Vast murals covered the walls, revealing further treasures buried under the ground.}",,,,,,
FLEET_EXPLORE_T1_5,{Planetary survey team excavated site of considerable historical interest. Substantial horde of documents returned to ship for scanning.},,,,,,
FLEET_EXPLORE_T1_6,{Planetary team landed on a world endlessly and entirely ablaze. Collected soil samples. Samples continued to burn vigorously in controlled setting. Analysis reveals multiple commercial applications.},,,,,,
FLEET_EXPLORE_T1_7,"{Survey %SYSTEM% System. Sector appears empty on visual inspection. However, scan data shows large metal sphere orbiting planet %PLANET%. Unable to hail.}",,,,,,
FLEET_EXPLORE_T1_8,"{Deep-space discovery survey located binary black holes in %SYSTEM% Sector. Deployed remote probe, gathered detailed observations as it approached the event horizon.}",,,,,,
FLEET_EXPLORE_T1_9,"{Detailed space scan revealed pulsar in %SYSTEM% Sector. Pulsar is rotating rapidly, with no observable speed decay. Used the rotational frequency data to precisely recalibrate ship clocks.}",,,,,,
FLEET_EXPLORE_T1_10,"{Stellar body scan in %SYSTEM% Sector revealed rare W/%NUM% class star. Exceptionally strong solar wind observed. Deployed electromagnetic shield, performed detailed scans.}",,,,,,
FLEET_EXPLORE_T1_11,"{Deep-space scan of %SYSTEM% Sector revealed gravitational anomaly at the far edges of the system. Anomaly remained consistent, but detailed observations failed to record any matter capable of causing it.}",,,,,,
FLEET_EXPLORE_T1_12,"{Arrived in %SYSTEM% System, star class %CLASS%. Stellar body appeared normal, but magnetic field data revealed star was not spherical, but had an unlying hexahydric geometry.}",,,,,,
FLEET_EXPLORE_T1_13,{Deep-space survey revealed highly unusual system. Observed 16 stellar bodies in close proximity. Star coordinates appear to plot a complex polyhedron. },,,,,,
FLEET_EXPLORE_T1_14,"{Surveyed %SYSTEM% Sector. Scans noted large group of starships. Radar signature suggested a flotilla of trading freighters. Approached vessels and attempted hail. No response. On second hail, signal glitched and all trace of the ships vanished.}",,,,,,
FLEET_EXPLORE_T1_15,"{Planetary survey team landed on a dense metal planet, the surface comprised of endless hexagons. Some rudimentary scan data collected, but strong electromagnetic interference severely hampered survey instruments.}",,,,,,
FLEET_EXPLORE_T1_16,{Survey team landed on planet %PLANET%. Encountered a sinkhole and began subterranean scan. Probes reached depth of %NUM%0 miles before overheating. Sonar failed to locate a floor. Sinkhole appeared to extend into planetary mantle.},,,,,,
FLEET_EXPLORE_T1_17,{Survey team deployed to planet %PLANET%. Crew discovered pile after pile of bones. Analysis revealed the skeletons belonged to creatures at least %NUM%m tall.},,,,,,
FLEET_EXPLORE_T1_18,"{Ground crew explored planet %PLANET%. Encountered strange holographic projections. Scanning the holograms generated valid animal and floral scan data, but revealed nothing about the source of the projection.}",,,,,,
FLEET_EXPLORE_T1_19,"{Geological expedition deployed to planet %PLANET%. Despite extreme heat, crew encountered rocks that were freezing to the touch. Minerals appeared to contain a liquefied core of refrigerant. Returned to the fleet for analysis.}",,,,,,
FLEET_EXPLORE_T1_20,"{Geological expedition deployed to planet %PLANET%. Discovered cave full of prismatic crystals. Light refraction projected colourful depictions of animal life as the sun moved relative to the entrance. Phenomenon recorded, crystals left undisturbed.}",,,,,,
FLEET_EXPLORE_T1_21,{Ground crew landed on planet %PLANET%. Noticed unusual/inverted patterns in water flow. Specialist hydrography unit deployed. Observations taken but not clear explanation found.},,,,,,
FLEET_EXPLORE_T1_22,"{Orbital survey located unusual planet in the %SYSTEM% Sector. Planet rotated at extremely high speed, while the tilt angle of its planetary rings oscillated rapidly.  Declined to land ground crew.}",,,,,,
FLEET_EXPLORE_T1_23,{Survey detected unusual temperature readings from planet %PLANET%. Deployed ground crew to gather data. Limited landing space available: planet surface almost entirely lava. Scanned planet from orbit.},,,,,,
FLEET_EXPLORE_T1_24,"{Scanned planet from orbit. Unable to locate planet core: scannable mass consists of incredibly dense fog. Shuttles penetrated clouds, but external pressure hazardous. Could not locate ground, aborted. Collected data during attempted landing.}",,,,,,
FLEET_EXPLORE_T1_25,{Deployed ground crew to planet in the %SYSTEM% Sector. Planet surface was covered in %NUM%0000u-wide supercell. Storm caused extreme damage to life-support systems. Crew gathered data and fled.},,,,,,
FLEET_EXPLORE_T2_1,{Botanical survey team deployed to planet %PLANET%. Located unusual plant in an abandoned building. Nutrient source appeared to be nanite foam. Harvested carefully.},,,,,,
FLEET_EXPLORE_T2_2,{Performed floral survey of planet %PLANET%. Discovered unusual plant. Sap appeared to burn away nanite infestations. Harvested for potential commercial propagation.},,,,,,
FLEET_EXPLORE_T2_3,{Botanists deployed to planet %PLANET%. Lost contact with crew after encountering a hypnotically beautiful plant. Deployed agricultural drones to recover both plant and crew.},,,,,,
FLEET_EXPLORE_T2_4,"{Performed botanical survey on planet %PLANET%. Found a hill bare of all flora, except one lone flower at the peak. Flower had colossal root network, absorbing all available local nutrients.}",,,,,,
FLEET_EXPLORE_T2_5,{Botanical research team deployed to planet %PLANET%. Crew located valuable carnivorous plant. Plant recovered. One crew member consumed.},,,,,,
FLEET_EXPLORE_T2_6,"{Surveyed planet %PLANET% for flora. Ground crew deployed to collect unusual sample. Plant appeared to have developed rudimentary eyes, positioned atop flexible stems.}",,,,,,
FLEET_EXPLORE_T2_7,{Scanned %SYSTEM% System for exotic flora. Deployed crew to investigate anomalous result. Data showed a tree over %NUM%000 u tall. Sub-orbital flight confirmed scan readings.},,,,,,
FLEET_EXPLORE_T2_8,"{Searched planet %PLANET% for exo-flora. Few samples of note found. Repeated search at night. Crew discovered plain-looking flower with an extraordinary scent, pollinated by nocturnal insects.}",,,,,,
FLEET_EXPLORE_T2_9,"{Survey team deployed. Collected fruit from trees on planet %PLANET%. Analysis revealed no toxins, so crew sampled fruit orally. Extraordinary stimulant effect reported. Crew did not sleep for three days.}",,,,,,
FLEET_EXPLORE_T2_10,"{Research team deployed to planet %PLANET%. Crew entered shallow cave, collected moss samples from walls. When disturbed, moss showed remarkable bioluminescence. Patterns appear to be primitive communication.}",,,,,,
FLEET_EXPLORE_T2_11,{Crew discovered unusual flora while exploring planet %PLANET%. Plant had fast-growing stems that it weaved between trees. Stems were used to trap birds and other small animals.},,,,,,
FLEET_EXPLORE_T2_12,"{Botanical survey team deployed to planet %PLANET%. Crew discovered large-petalled flower in ruins of abandoned building. Flower produced beautiful melodies when the wind blew, as if it were singing.}",,,,,,
FLEET_EXPLORE_T2_13,{Performed floral survey of planet %PLANET%. Data revealed trees with extreme longevity. Estimated lifespan: %NUM%00 years.},,,,,,
FLEET_EXPLORE_T2_14,{Botanists deployed to planet %PLANET%. Discovered sea of grass with translucent blades. Light refracted into spectacular patterns by the wind.},,,,,,
FLEET_EXPLORE_T2_15,{Performed botanical survey on planet %PLANET%. Crew handled leafy flora with red-marked leaves. Accidental skin contact resulted in crew member reporting the ability to see extra colours.},,,,,,
FLEET_EXPLORE_T2_16,{Botanical research team deployed to planet %PLANET%. Crew discovered foul-smelling plant growing around damaged fuel depot. Toxicology report indicates petals are coated with lethal venom.},,,,,,
FLEET_EXPLORE_T2_17,{Surveyed planet %PLANET% for flora. Ground crew discovered a carnivorous epiphyte that launched spines when brushed by passing animals. Scanned from a distance.},,,,,,
FLEET_EXPLORE_T2_18,"{Searched planet %PLANET% for exo-flora. Root survey revealed enormous fungal colony. Mycelia spread rapidly, consuming any organic matter in their path. For safety, performed scans from low orbit.}",,,,,,
